mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.936899105707804,0.011286511367159541,0.3022773265838623,0.009636580656314715,0.01,{'model__alpha': 0.01},-0.13388289904870118,-0.1391136649326178,-0.1281235513837099,-0.1337067051216763,0.004488424532759242,4
2.5793068408966064,0.9448189715588994,0.3567159175872803,0.07421814089798488,0.1,{'model__alpha': 0.1},-0.1269511925920051,-0.13221361644462232,-0.11870377771236551,-0.12595619558299764,0.005560062945018212,2
2.099355697631836,0.9907630220310449,0.39815688133239746,0.06828732874109329,1.0,{'model__alpha': 1.0},-0.12158403265138225,-0.12247691197616174,-0.1138590796720838,-0.1193066747665426,0.0038692400293454158,1
0.9276649157206217,0.03663362105332153,0.382141908009847,0.03549971085135972,10.0,{'model__alpha': 10.0},-0.13239420646398814,-0.12758332362780156,-0.12573163023888898,-0.12856972011022624,0.0028079902663908905,3
0.904028574625651,0.01930453090063827,0.3442838191986084,0.02849265117911611,100.0,{'model__alpha': 100.0},-0.23445714538795978,-0.21800700712413626,-0.23222581822340102,-0.2282299902451657,0.0072859107483079465,5
